,cursor,mouse,file,clipboard,delete,process,thread,desktop,window,monitor,service,reg,internet,http,ftp,url,icmp,environment,isdebugger,heap,execute,family_name
691,2,0,6,2,3,1,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,yakes
692,1,0,0,1,1,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,yakes
693,2,0,23,1,5,1,1,0,11,0,0,19,0,0,0,0,1,0,0,0,0,yakes
694,4,0,20,0,3,0,1,2,16,0,5,19,35,10,13,25,0,0,0,0,0,yakes
695,1,0,2,1,3,0,2,1,4,0,5,21,0,0,0,0,0,0,0,0,0,yakes
696,2,0,6,2,3,1,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,yakes
697,4,0,20,0,3,0,1,2,16,0,5,19,35,10,13,25,0,0,0,0,0,yakes
698,2,0,6,2,3,1,0,0,10,0,0,6,0,0,0,0,0,0,0,0,0,yakes
699,4,0,20,0,3,0,1,2,16,0,5,19,35,10,13,25,0,0,0,0,0,yakes
700,2,0,23,1,5,1,1,0,11,0,0,19,0,0,0,0,1,0,0,0,0,yakes
701,1,0,0,0,0,1,0,0,2,0,6,10,0,0,0,0,0,0,0,0,0,yakes
702,2,0,18,0,5,0,0,0,7,0,1,6,0,0,0,0,1,0,0,0,0,yakes
703,2,0,23,1,5,1,1,0,11,0,0,19,0,0,0,0,1,0,0,0,0,yakes
704,2,0,23,1,5,1,1,0,11,0,0,19,0,0,0,0,1,0,0,0,0,yakes
705,0,0,3,4,1,0,2,2,11,0,0,8,0,0,0,0,0,0,0,0,0,yakes
706,1,0,26,0,3,0,2,2,8,0,0,5,40,11,15,30,0,0,0,0,0,yakes
707,2,0,18,0,5,0,0,0,7,0,1,6,0,0,0,0,1,0,0,0,0,yakes
708,1,0,5,0,2,2,1,1,11,0,0,17,0,0,0,0,0,0,0,1,0,yakes
709,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,yakes
710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yakes
711,1,0,0,0,0,1,0,0,2,0,6,10,0,0,0,0,0,0,0,0,0,yakes
712,1,0,0,1,1,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,yakes
713,2,0,18,0,5,0,0,0,7,0,1,6,0,0,0,0,1,0,0,0,0,yakes
714,0,0,3,1,2,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,yakes
715,0,0,3,1,2,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,yakes
716,2,0,30,0,8,0,0,1,15,0,6,25,3,2,2,1,1,0,0,0,0,yakes
717,2,0,0,0,0,1,2,2,4,0,0,11,0,0,0,0,0,0,0,0,0,yakes
718,2,0,28,0,3,0,0,1,6,0,4,10,44,11,17,31,0,1,0,0,0,yakes
719,2,0,23,1,5,1,1,0,11,0,0,19,0,0,0,0,1,0,0,0,0,yakes
720,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,zbot
721,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,zbot
722,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,zbot
723,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,zbot
724,0,0,4,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,zbot
725,0,0,4,0,1,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,zbot
726,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,zbot
727,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,zbot
728,1,1,5,3,2,1,1,0,6,0,0,1,0,0,0,0,0,2,0,1,0,zeroaccess
729,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,zusy
